,id,gps2id,start_hour,duration
0,1,1647,0,6
1,1,1797,8,3
2,1,1849,12,2
3,1,1797,16,1
4,1,1849,18,2
5,2,976,0,5
6,2,1846,12,1
7,2,1946,15,1
8,2,2146,18,2
9,2,1848,20,1
10,3,1698,0,7
11,3,1897,9,1
12,3,1898,12,2
13,3,1849,18,4
14,4,1149,0,3
15,4,491,9,5
16,4,543,17,3
17,4,393,20,3
18,5,2097,1,1
19,5,1896,4,7
20,5,1749,13,4
21,5,1647,17,1
22,5,1948,20,1
23,6,2197,0,11
24,6,1647,19,2
25,7,1548,1,15
26,7,1896,18,2
27,8,1597,0,6
28,8,1547,12,2
29,8,543,20,2
30,9,1547,0,7
31,9,1846,10,2
32,9,1945,13,1
33,9,1846,14,4
34,10,2245,0,5
35,10,1846,13,6
36,11,1948,1,6
37,11,1898,12,1
38,11,1948,13,2
39,11,1898,17,3
40,12,1898,0,15
41,12,1897,15,1
42,12,1847,17,3
43,13,1996,0,3
44,13,1846,8,7
45,13,1896,19,3
46,14,1843,0,7
47,14,1547,9,7
48,14,1597,18,1
49,15,2098,1,2
50,15,1498,9,12
51,16,2046,0,2
52,16,1846,6,6
53,16,1996,16,2
54,16,1945,19,1
55,17,1599,0,4
56,17,1547,17,1
57,17,1597,18,5
58,18,1498,0,8
59,18,1547,9,3
60,18,1548,15,8
61,19,1847,0,5
62,19,1647,12,6
63,20,545,0,13
64,20,1597,18,2
65,21,1398,0,14
66,21,1749,18,1
67,22,1148,0,5
68,22,1498,6,1
69,22,1547,7,10
70,22,1498,19,2
71,23,1947,1,2
72,23,1647,7,5
73,23,1799,18,1
74,23,1647,19,2
75,24,1849,0,6
76,24,1897,8,1
77,24,1849,15,2
78,24,1899,19,1
79,25,1899,0,12
80,25,1797,18,1
81,25,1849,19,3
82,26,1848,0,8
83,26,1847,14,5
84,26,1899,20,1
85,27,1894,0,9
86,27,1846,18,1
87,28,1799,0,10
88,28,1847,12,4
89,28,1849,20,2
90,29,1547,1,16
91,29,1498,18,1
92,29,1849,20,1
93,30,1996,0,8
94,30,1846,12,5
95,30,1946,17,2
96,31,1899,0,16
97,31,1948,17,1
98,31,1849,19,2
99,32,1047,0,3
100,32,1547,8,1
101,32,1498,14,4
102,33,1599,0,9
103,33,1897,14,6
104,34,1996,1,17
105,34,1498,18,1
106,35,2094,2,3
107,35,1547,11,4
108,35,1498,18,1
109,36,1697,0,6
110,36,1898,8,1
111,36,1899,12,1
112,36,1898,16,2
113,37,843,0,7
114,37,1544,20,2
115,38,1498,0,9
116,38,1749,12,8
117,38,2047,20,2
118,39,1749,0,15
119,39,1896,15,1
120,39,1498,19,4
121,40,1547,8,1
122,40,1498,13,2
123,40,1547,16,4
124,41,1946,3,2
125,41,1498,10,1
126,41,1898,15,2
127,41,1799,19,2
128,42,2098,0,8
129,42,1898,15,2
130,42,1797,18,3
131,43,1698,0,8
132,43,1647,12,2
133,43,1898,16,1
134,43,1849,18,3
135,44,1445,0,4
136,44,543,13,1
137,44,491,15,3
138,45,1797,9,2
139,45,1898,12,2
140,45,1948,14,2
141,45,1849,18,4
142,46,1298,0,8
143,46,1597,14,1
144,46,543,18,3
145,47,1647,0,3
146,47,1547,8,5
147,47,1544,15,1
148,47,1547,19,2
149,48,1946,0,1
150,48,1846,5,3
151,48,1896,11,2
152,48,1996,15,1
153,48,1896,19,2
154,49,2097,0,7
155,49,2047,7,11
156,49,1897,20,2
157,50,1896,0,5
158,50,1547,6,13
159,51,1597,4,3
160,51,1898,9,2
161,51,1797,15,6
162,52,1599,9,10
163,53,1846,1,1
164,53,543,8,9
165,53,491,17,1
166,54,2491,4,4
167,54,1894,19,1
168,54,1547,20,3
169,55,2198,0,8
170,55,1896,8,4
171,55,1846,12,5
172,56,1899,0,9
173,56,1897,16,7
174,57,1843,0,7
175,57,1498,9,7
176,57,1946,18,2
177,58,1646,0,7
178,58,1647,13,5
179,58,1897,19,2
180,59,2195,0,7
181,59,1846,16,5
182,60,1946,0,9
183,60,547,12,3
184,60,1897,17,1
185,60,1847,20,1
186,61,1647,0,13
187,61,1896,13,1
188,61,1946,15,4
189,61,547,19,2
190,62,1297,0,3
191,62,1647,14,1
192,62,1897,17,1
193,62,1899,20,1
194,63,491,0,6
195,63,1846,15,1
196,63,543,17,2
197,64,1697,7,2
198,64,2097,13,2
199,64,1898,15,3
200,64,1647,18,1
201,65,1847,0,16
202,65,1899,19,2
203,66,1548,0,10
204,66,1996,13,1
205,66,1896,18,4
206,67,1547,7,3
207,67,1548,18,2
208,68,1447,2,3
209,68,1498,9,1
210,68,1846,12,10
211,69,543,0,6
212,69,1544,12,5
213,69,491,19,2
214,70,1849,0,7
215,70,1897,13,3
216,70,1948,18,2
217,70,1898,20,1
218,71,1445,1,6
219,71,1647,8,11
220,71,1597,20,2
221,72,1647,5,7
222,72,1897,16,2
223,72,1849,18,1
224,72,1847,20,2
225,73,1498,0,6
226,73,1547,7,2
227,73,1595,13,3
228,73,543,17,4
229,74,1796,0,7
230,74,1897,11,3
231,74,1948,18,3
232,75,1544,0,6
233,75,1547,7,8
234,75,491,19,2
235,76,1749,0,8
236,76,1797,12,2
237,76,1897,16,3
238,77,393,4,9
239,77,1498,19,4
240,78,391,0,9
241,78,1498,12,1
242,78,1547,14,3
243,79,1547,1,4
244,79,491,12,2
245,80,1698,0,9
246,80,1647,17,2
247,80,1898,19,1
248,81,1847,0,12
249,81,1897,14,1
250,81,1899,19,4
251,82,1598,0,15
252,82,1597,17,6
253,83,2147,0,1
254,83,1647,12,3
255,83,1799,17,2
256,83,1647,20,2
257,84,1545,0,15
258,84,491,18,2
259,85,1898,0,1
260,85,1948,8,3
261,85,1898,12,1
262,85,1948,13,8
263,86,1589,0,5
264,86,1498,6,10
265,86,1897,18,1
266,87,1547,0,3
267,87,1846,8,2
268,87,1996,15,1
269,87,1846,20,2
270,88,1945,0,5
271,88,1896,10,4
272,88,1589,15,2
273,88,1846,20,2
274,89,1898,1,7
275,89,1948,11,3
276,89,1898,18,1
277,90,2048,0,8
278,90,1898,12,2
279,90,1899,17,5
280,91,1847,0,14
281,91,1899,19,1
282,91,1898,20,2
283,92,1897,0,5
284,92,1749,6,2
285,92,1898,11,8
286,93,1599,0,14
287,93,1897,15,4
288,94,1846,1,8
289,94,1896,18,1
290,94,1846,19,1
291,94,1946,20,2
292,95,1894,0,14
293,95,1547,20,2
294,96,2197,0,7
295,96,1647,17,3
296,97,446,3,2
297,97,1946,12,1
298,97,1996,15,6
299,98,1945,0,13
300,98,1846,20,2
301,99,491,0,5
302,99,543,6,3
303,99,391,14,5
304,99,491,20,1
305,100,1697,0,7
306,100,1898,7,6
307,100,1948,14,4
308,101,1996,0,7
309,101,1498,11,2
310,101,1547,16,3
311,101,1847,20,2
312,102,1589,0,5
313,102,1647,11,4
314,102,1799,19,2
315,103,1645,0,6
316,103,491,9,7
317,104,1445,2,3
318,104,1498,5,3
319,104,1547,12,8
320,105,1747,0,17
321,105,1897,20,2
322,106,543,4,2
323,106,1795,8,2
324,106,543,13,1
325,106,1595,18,5
326,107,1109,0,1
327,107,543,12,5
328,107,491,17,3
329,108,495,0,6
330,108,1498,9,7
331,108,1647,18,3
332,109,1847,1,6
333,109,1897,12,4
334,109,1847,19,1
335,110,1649,0,5
336,110,1846,9,1
337,110,2491,12,3
338,111,1647,0,12
339,111,1899,19,2
340,112,1698,0,6
341,112,1897,12,2
342,112,1948,16,6
343,113,2198,0,5
344,113,1846,13,8
345,114,1798,2,9
346,114,1899,16,1
347,114,1898,20,3
348,115,2297,0,7
349,115,1846,10,2
350,115,1945,15,1
351,116,1589,0,6
352,116,1547,13,8
353,117,1797,0,7
354,117,1899,10,2
355,117,1898,14,6
356,118,1897,4,7
357,118,1899,18,1
358,119,2196,0,10
359,119,1846,15,2
360,120,1897,8,2
361,120,1847,14,2
362,120,1849,19,1
363,121,1547,0,8
364,121,1846,9,1
365,121,1498,12,7
366,122,1896,2,1
367,122,1599,4,1
368,122,1846,8,13
369,123,1646,0,7
370,123,1547,12,11
371,124,720,6,2
372,124,1896,9,2
373,124,1846,12,1
374,124,1896,15,4
375,124,1996,19,1
376,125,1849,0,6
377,125,1647,8,8
378,125,1849,18,1
379,126,1648,0,6
380,126,1797,15,8
381,127,1746,0,7
382,127,1647,8,3
383,127,1897,13,2
384,127,1947,17,3
385,128,1648,10,2
386,128,1897,12,3
387,128,1948,18,1
388,128,1849,20,1
