,id,gps2id,start_hour,duration
0,1,1647,0,6
1,1,1547,12,1
2,1,1498,16,6
3,2,976,0,5
4,2,1846,8,1
5,2,1896,10,6
6,2,1996,19,2
7,3,1698,0,7
8,3,1897,11,1
9,3,1899,13,4
10,3,1897,19,1
11,4,1149,0,3
12,4,1647,7,4
13,4,2097,15,7
14,5,2097,1,1
15,5,1498,7,4
16,5,1849,12,2
17,5,1897,18,1
18,5,1849,20,3
19,6,2197,0,11
20,6,1896,16,5
21,7,1548,1,15
22,7,1846,18,2
23,8,1597,0,6
24,8,1547,11,2
25,8,1597,15,2
26,8,1647,20,1
27,9,1547,0,7
28,9,1544,8,4
29,9,1595,13,1
30,9,491,16,7
31,10,2245,0,5
32,10,1498,8,2
33,10,446,12,6
34,10,1846,18,2
35,11,1948,1,6
36,11,1898,10,2
37,11,1948,13,7
38,11,1898,20,2
39,12,1898,0,15
40,12,1948,17,2
41,12,1898,19,3
42,13,1996,0,3
43,13,1846,11,3
44,13,1945,14,1
45,13,1996,19,3
46,14,1843,0,7
47,14,1846,15,2
48,14,1843,19,3
49,15,2098,1,2
50,15,491,7,9
51,15,1544,20,1
52,16,2046,0,2
53,16,491,6,2
54,16,440,14,1
55,16,543,19,3
56,17,1599,0,4
57,17,1498,7,9
58,17,1897,17,1
59,17,1847,20,1
60,18,1498,0,8
61,18,1749,20,1
62,19,1847,0,5
63,19,1849,7,2
64,19,1897,12,10
65,20,545,0,13
66,20,543,19,1
67,21,1398,0,14
68,21,1897,18,2
69,22,1148,0,5
70,22,1595,7,4
71,22,491,15,1
72,22,543,20,1
73,23,1947,1,2
74,23,1898,4,2
75,23,1897,12,7
76,23,1898,20,1
77,24,1849,0,6
78,24,1897,7,6
79,24,1847,19,3
80,25,1899,0,12
81,25,1849,18,2
82,26,1848,0,8
83,26,1847,9,1
84,26,1899,12,6
85,26,1847,18,1
86,26,1747,20,1
87,27,1894,0,9
88,27,547,13,1
89,27,446,14,2
90,27,1894,20,3
91,28,1799,0,10
92,28,1847,15,4
93,28,1897,19,1
94,29,1547,1,16
95,30,1996,0,8
96,30,547,15,1
97,30,1297,19,1
98,31,1899,0,16
99,31,1898,18,1
100,31,1849,20,3
101,32,1047,0,3
102,32,1548,8,10
103,32,1498,18,3
104,33,1599,0,9
105,33,1749,13,2
106,33,1199,18,1
107,34,1996,1,17
108,34,1948,18,1
109,34,1898,20,2
110,35,2094,2,3
111,35,1846,7,4
112,35,1944,15,1
113,35,1846,18,4
114,36,1697,0,6
115,36,1647,11,2
116,36,1898,14,2
117,36,1999,16,3
118,37,843,0,7
119,37,1595,12,8
120,38,1498,0,9
121,38,1547,15,3
122,39,1749,0,15
123,39,1899,16,1
124,40,1547,8,1
125,40,2097,15,8
126,41,1946,3,2
127,41,547,7,5
128,41,446,17,2
129,41,1846,20,2
130,42,2098,0,8
131,42,1647,12,1
132,42,2097,14,4
133,42,2098,18,3
134,43,1698,0,8
135,43,1797,12,3
136,43,1849,19,3
137,44,1445,0,4
138,44,1595,11,2
139,44,1544,15,2
140,44,1547,20,2
141,45,1797,9,2
142,45,1849,13,1
143,45,1898,16,6
144,46,1298,0,8
145,46,1498,14,3
146,46,1847,19,2
147,47,1647,0,3
148,47,1797,6,9
149,47,1899,15,2
150,47,1898,19,2
151,48,1946,0,1
152,48,1948,6,1
153,48,1898,15,1
154,48,1948,18,1
155,49,2097,0,7
156,49,1647,8,7
157,50,1896,0,5
158,50,1846,8,2
159,50,1996,12,1
160,50,1896,20,1
161,51,1597,4,3
162,51,1547,17,2
163,51,1597,20,1
164,52,1599,9,10
165,52,1948,19,2
166,53,1846,1,1
167,53,1894,11,2
168,53,1846,15,3
169,54,2491,4,4
170,54,1846,12,1
171,54,1894,13,2
172,54,1843,19,1
173,55,2198,0,8
174,55,1946,19,1
175,55,1948,20,3
176,56,1899,0,9
177,56,1898,13,1
178,56,1948,15,3
179,56,1898,19,1
180,57,1843,0,7
181,57,1846,15,3
182,57,1996,19,3
183,58,1646,0,7
184,58,2047,11,2
185,58,1849,13,2
186,58,1797,19,4
187,59,2195,0,7
188,59,1846,10,10
189,60,1946,0,9
190,60,547,17,2
191,61,1647,0,13
192,61,1897,17,1
193,61,1847,18,3
194,62,1297,0,3
195,62,1797,6,9
196,62,1897,17,1
197,63,491,0,6
198,63,1544,7,3
199,63,543,12,3
200,63,393,16,1
201,63,491,20,1
202,64,1697,7,2
203,64,1799,12,2
204,64,1899,19,3
205,65,1847,0,16
206,65,1896,19,1
207,66,1548,0,10
208,66,1996,15,2
209,66,1945,17,4
210,67,1547,7,3
211,67,1498,10,1
212,67,1847,12,3
213,67,1498,18,3
214,68,1447,2,3
215,68,1498,6,6
216,68,446,17,2
217,68,547,19,1
218,68,1795,20,1
219,69,543,0,6
220,69,491,13,1
221,69,440,15,7
222,70,1849,0,7
223,70,1847,10,3
224,70,1899,14,3
225,71,1445,1,6
226,71,1595,13,3
227,72,1647,5,7
228,72,1847,12,1
229,72,1747,16,1
230,72,1647,19,4
231,73,1498,0,6
232,73,1547,9,9
233,74,1796,0,7
234,74,1897,9,5
235,74,1899,16,1
236,74,1847,19,2
237,75,1544,0,6
238,75,1547,10,1
239,75,1548,14,1
240,75,1544,20,2
241,76,1749,0,8
242,76,1898,16,3
243,77,393,4,9
244,77,1544,18,3
245,78,391,0,9
246,78,543,12,1
247,78,491,14,5
248,78,393,20,2
249,79,1547,1,4
250,79,1595,10,1
251,79,1393,13,2
252,79,1544,19,2
253,80,1698,0,9
254,80,1849,14,7
255,81,1847,0,12
256,81,1897,17,1
257,81,1847,20,2
258,82,1598,0,15
259,82,1597,20,2
260,83,2147,0,1
261,83,543,7,2
262,83,545,13,4
263,83,543,20,1
264,84,1545,0,15
265,84,1498,16,1
266,84,1597,18,5
267,85,1898,0,1
268,85,1948,9,6
269,85,1898,18,2
270,85,1948,20,1
271,86,1589,0,5
272,86,1896,7,3
273,86,1996,10,2
274,86,1896,15,7
275,87,1547,0,3
276,87,543,7,6
277,87,491,13,3
278,87,843,18,2
279,87,491,20,1
280,88,1945,0,5
281,88,1498,11,4
282,88,1547,16,7
283,89,1898,1,7
284,89,1948,16,2
285,89,1898,18,1
286,90,2048,0,8
287,90,1897,15,5
288,90,1947,20,1
289,91,1847,0,14
290,91,1899,18,1
291,92,1897,0,5
292,92,1948,9,8
293,92,1898,19,3
294,93,1599,0,14
295,93,1897,18,1
296,94,1846,1,8
297,94,547,16,1
298,94,1548,19,1
299,95,1894,0,14
300,95,1896,15,1
301,95,1846,18,1
302,95,1843,20,1
303,96,2197,0,7
304,96,1896,17,1
305,96,1749,19,2
306,97,446,3,2
307,97,1996,9,9
308,97,1896,20,2
309,98,1945,0,13
310,98,1896,19,1
311,99,491,0,5
312,99,393,5,5
313,99,491,13,9
314,100,1697,0,7
315,100,1647,10,1
316,100,2097,12,2
317,100,1647,15,3
318,101,1996,0,7
319,101,1896,8,1
320,101,1846,10,9
321,102,1589,0,5
322,102,1547,7,1
323,102,1297,10,2
324,102,1498,15,2
325,102,1548,18,3
326,103,1645,0,6
327,103,491,7,1
328,103,393,9,1
329,103,543,14,5
330,103,491,20,1
331,104,1445,2,3
332,104,543,12,11
333,105,1747,0,17
334,105,1897,20,1
335,106,543,4,2
336,106,440,13,2
337,106,543,15,1
338,106,440,19,1
339,107,1109,0,1
340,107,1547,5,9
341,107,1445,19,1
342,108,495,0,6
343,108,1498,7,2
344,108,1846,9,2
345,108,2491,12,2
346,108,1843,16,7
347,109,1847,1,6
348,109,1897,12,2
349,109,1847,16,2
350,109,1849,18,2
351,110,1649,0,5
352,110,1698,7,1
353,110,1647,13,1
354,110,1648,17,2
355,111,1647,0,12
356,111,1897,19,1
357,111,1849,20,2
358,112,1698,0,6
359,112,1797,7,5
360,112,1647,15,1
361,112,1749,19,2
362,113,2198,0,5
363,113,1896,9,1
364,113,1846,14,7
365,114,1798,2,9
366,114,1847,12,1
367,114,1899,18,4
368,115,2297,0,7
369,115,547,14,1
370,115,1795,17,1
371,115,1498,18,2
372,115,1547,20,1
373,116,1589,0,6
374,116,1896,7,8
375,116,1996,16,2
376,116,1946,19,2
377,117,1797,0,7
378,117,1899,7,1
379,117,1797,13,8
380,118,1897,4,7
381,118,1899,13,1
382,118,1898,15,4
383,118,1948,19,4
384,119,2196,0,10
385,119,1996,16,1
386,119,1846,18,1
387,120,1897,8,2
388,120,1899,18,1
389,121,1547,0,8
390,121,1597,15,1
391,121,1544,18,1
392,121,1498,19,2
393,122,1896,2,1
394,122,1498,9,5
395,122,1897,15,4
396,122,1847,19,1
397,123,1646,0,7
398,123,1597,9,1
399,123,1647,12,10
400,124,720,6,2
401,124,491,11,3
402,124,843,16,5
403,125,1849,0,6
404,125,1897,9,5
405,125,1847,19,2
406,126,1648,0,6
407,126,1797,9,3
408,126,1849,16,3
409,126,1647,19,1
410,127,1746,0,7
411,127,1898,8,1
412,127,1897,9,2
413,127,1946,14,6
414,128,1648,10,2
415,128,1898,14,3
416,128,1948,18,2
417,129,1946,0,9
418,129,1896,19,4
419,130,1897,6,2
420,130,1899,13,2
421,130,1897,18,1
422,131,2491,0,6
423,131,1795,10,1
424,131,2340,13,4
425,131,2245,19,3
426,132,1697,0,1
427,132,1898,4,15
428,132,1896,20,1
429,133,2492,0,1
430,133,1846,6,2
431,133,1894,11,2
432,133,1846,19,2
433,134,2098,0,7
434,134,2047,9,9
435,134,1647,20,1
436,135,1597,0,5
437,135,1498,5,6
438,135,1547,16,2
439,135,1595,19,3
440,136,1898,0,7
441,136,1948,16,4
442,137,1849,3,3
443,137,1948,12,3
444,137,1898,16,1
445,138,1896,0,11
446,138,1946,18,2
447,139,2046,0,6
448,139,1846,7,2
449,139,2491,10,2
450,139,1894,12,3
451,139,2492,16,3
452,140,1597,2,1
453,140,1647,10,11
454,141,1698,0,7
455,141,1897,9,1
456,141,1948,13,1
457,141,1898,19,2
458,142,1944,0,1
459,142,1547,4,8
460,142,1544,17,4
461,143,1898,0,4
462,143,1948,9,3
463,143,1898,20,1
464,144,1998,0,1
465,144,1948,3,3
466,144,1897,13,3
467,144,1948,19,1
468,144,1898,20,1
469,145,1698,0,8
470,145,1797,9,2
471,145,1899,12,1
472,145,1849,19,1
473,146,1498,0,4
474,146,1547,12,3
475,147,1897,0,17
476,147,1948,20,1
477,148,2025,0,7
478,148,1795,11,7
479,148,2198,20,2
480,149,1498,0,9
481,149,1548,9,1
482,149,1846,15,5
483,150,1595,0,6
484,150,1297,10,6
485,150,1445,19,1
486,151,1897,0,16
487,151,1899,19,2
488,152,1747,0,6
489,152,1849,7,1
490,152,1847,11,11
491,153,1393,0,6
492,153,1547,12,1
493,153,1544,15,8
494,154,1647,0,8
495,154,1898,12,6
496,154,1899,18,3
497,155,843,0,5
498,155,491,13,5
499,156,1898,0,1
500,156,1948,13,1
501,156,1898,16,2
502,157,2048,0,2
503,157,1948,7,1
504,157,1898,10,1
505,157,1948,13,7
506,157,1849,20,3
507,158,1849,0,8
508,158,1898,11,10
509,159,1898,0,2
510,159,1948,14,3
511,159,1898,17,2
512,159,1948,19,1
513,160,1897,2,9
514,160,1749,18,1
515,161,1148,0,14
516,161,1544,14,1
517,161,1547,15,4
518,162,1996,2,1
519,162,1946,5,1
520,162,1996,9,1
521,162,1946,13,3
522,162,1896,17,1
523,163,1598,0,9
524,163,1647,20,1
525,164,1946,4,12
526,164,1897,18,1
527,165,491,8,2
528,165,2197,19,1
529,166,2372,1,2
530,166,1647,3,4
531,166,1797,9,10
532,166,1847,20,1
533,167,1698,0,6
534,167,1647,9,9
535,167,1597,19,2
536,168,543,0,2
537,168,491,3,1
538,168,543,11,2
539,168,440,16,1
540,168,491,20,1
541,169,2098,0,2
542,169,1498,7,10
543,169,1547,18,1
544,170,1948,0,11
545,170,1898,17,1
546,170,1849,19,4
547,171,1498,0,6
548,171,1547,9,1
549,171,1498,13,5
550,171,1548,19,1
551,172,1827,0,6
552,172,1896,7,3
553,172,1846,11,2
554,172,1791,14,3
555,172,1589,17,5
556,173,1595,1,10
557,173,491,18,4
558,174,1847,0,13
559,174,1899,17,1
560,174,1797,18,1
561,175,1545,0,5
562,175,1544,12,2
563,175,543,14,1
564,175,1595,15,1
565,176,1597,1,7
566,176,1898,16,1
567,176,1849,18,2
568,177,2121,0,6
569,177,1297,10,1
570,177,1547,14,4
571,177,1544,19,1
572,178,1998,0,1
573,178,1498,4,1
574,178,446,7,13
575,179,2198,0,17
576,179,547,18,1
577,179,446,20,3
