,id,gps2id,start_hour,duration
0,1,1647,0,6
1,1,1896,10,5
2,1,1946,16,2
3,1,1846,19,3
4,2,976,0,5
5,2,1996,11,12
6,3,1698,0,7
7,3,1897,12,1
8,3,1849,15,5
9,4,1149,0,3
10,4,1647,9,2
11,4,1797,14,2
12,4,1899,20,2
13,5,2097,1,1
14,5,1898,11,2
15,5,1948,15,1
16,5,1898,17,4
17,6,2197,0,11
18,6,1498,16,2
19,6,1548,20,1
20,7,1548,1,15
21,7,1498,16,1
22,7,1849,19,2
23,8,1597,0,6
24,8,1547,7,7
25,8,1597,20,1
26,9,1547,0,7
27,9,1544,10,1
28,9,1547,14,2
29,9,1544,16,5
30,10,2245,0,5
31,10,1547,7,1
32,10,491,12,8
33,11,1948,1,6
34,11,1899,15,2
35,12,1898,0,15
36,12,1849,20,1
37,13,1996,0,3
38,13,1846,12,5
39,14,1843,0,7
40,14,1846,19,1
41,15,2098,1,2
42,15,1547,4,2
43,15,1595,6,2
44,15,543,10,3
45,15,1595,15,3
46,15,543,20,1
47,16,2046,0,2
48,16,491,6,16
49,17,1599,0,4
50,17,1846,15,3
51,17,1498,19,1
52,18,1498,0,8
53,18,1547,14,1
54,18,1544,18,1
55,19,1847,0,5
56,19,1849,12,7
57,20,545,0,13
58,20,1498,17,6
59,21,1398,0,14
60,21,1199,19,1
61,21,1548,20,2
62,22,1148,0,5
63,22,1846,5,1
64,22,1996,10,2
65,22,1846,12,9
66,23,1947,1,2
67,23,1846,9,2
68,23,1498,12,1
69,23,1548,13,2
70,23,1843,18,2
71,24,1849,0,6
72,24,1899,9,2
73,24,1849,11,3
74,24,1898,18,1
75,25,1899,0,12
76,25,1897,20,1
77,26,1848,0,8
78,26,1948,8,12
79,27,1894,0,9
80,27,1846,14,2
81,27,1795,16,1
82,27,543,18,1
83,28,1799,0,10
84,28,1948,15,3
85,28,1898,19,1
86,28,1897,20,1
87,29,1547,1,16
88,30,1996,0,8
89,30,1498,19,3
90,31,1899,0,16
91,31,1948,20,2
92,32,1047,0,3
93,32,1498,4,4
94,32,446,11,2
95,32,1996,15,2
96,32,1846,19,2
97,33,1599,0,9
98,33,1897,15,1
99,33,1899,17,6
100,34,1996,1,17
101,34,547,19,1
102,35,2094,2,3
103,35,1946,11,1
