,id,gps2id,start_hour,duration
0,1,1595,0,13
1,1,1544,18,3
2,2,1648,0,6
3,2,1647,10,5
4,2,1697,15,3
5,3,1697,0,4
6,3,1547,11,5
7,3,1597,17,1
8,3,1647,19,1
9,4,1799,0,9
10,4,1797,18,1
11,4,1849,20,3
12,5,954,4,3
13,5,1847,9,7
14,5,1897,20,1
15,6,1647,0,7
16,6,1697,12,1
17,6,2047,14,1
18,6,1849,16,4
19,7,393,0,3
20,7,1544,7,5
21,7,1547,14,1
22,7,1544,18,1
23,8,1547,0,13
24,8,1445,18,1
25,9,2491,5,11
26,9,1996,19,2
27,10,2047,0,9
28,10,1199,14,5
29,11,1297,0,2
30,11,1846,5,5
31,11,2245,17,4
32,12,1547,5,2
33,12,1599,15,3
34,13,1797,0,3
35,13,1898,10,4
36,13,1847,16,6
37,14,1647,0,13
38,14,1199,20,1
39,15,1946,0,14
40,15,1199,14,2
41,15,1946,20,2
42,16,1949,0,3
43,16,1897,7,1
44,16,1947,8,5
45,16,1897,16,1
46,16,1947,19,2
47,17,1697,2,6
48,17,1898,10,11
49,18,1847,0,8
50,18,1897,12,4
51,18,1847,20,2
52,19,1648,0,11
53,19,1797,13,1
54,20,1846,9,1
55,20,1945,14,2
56,20,1996,19,2
57,21,494,1,4
58,21,1595,9,2
59,21,1445,17,1
60,21,1595,19,1
61,21,1547,20,1
62,22,92,0,6
63,22,543,14,2
64,22,545,17,2
65,23,1498,0,6
66,23,1595,11,1
67,23,1544,19,1
68,24,1498,0,4
69,24,1547,7,5
70,24,1548,13,2
71,24,1597,17,5
72,25,1945,1,5
73,25,1996,10,3
74,25,1896,16,6
75,26,1646,0,7
76,26,1547,12,2
77,26,1597,15,2
78,26,1646,19,1
79,26,1597,20,1
80,27,1947,1,3
81,27,1896,6,9
82,27,1946,17,1
83,27,1897,18,1
84,28,1899,0,18
85,28,1797,18,1
86,28,1647,20,2
87,29,1498,1,4
88,29,1547,9,2
89,29,1597,15,5
90,29,1497,20,3
91,30,1248,0,1
92,30,1647,4,9
93,30,2098,16,2
94,30,1547,20,2
95,31,1699,0,8
96,31,1647,14,8
97,32,1149,1,2
98,32,1547,4,4
99,32,1297,8,2
100,32,1547,11,1
101,32,1497,13,1
102,32,1547,16,2
103,32,1497,18,1
104,32,1547,19,2
105,33,1897,0,9
106,33,1948,13,1
107,33,1898,15,2
108,33,1948,18,2
109,33,1898,20,1
110,34,1645,0,9
111,34,1297,18,1
112,35,2395,0,7
113,35,1894,17,2
114,36,1497,1,2
115,36,1498,7,2
116,36,1595,11,1
117,36,1544,16,6
118,37,495,0,10
119,37,2196,14,1
120,37,1795,19,1
121,38,1949,0,13
122,38,1899,17,2
123,38,1647,19,3
124,39,1749,0,11
125,39,1799,14,4
126,39,1847,18,4
127,40,1898,3,7
128,40,1946,15,1
129,41,1896,0,6
130,41,1996,11,4
131,41,1896,16,1
132,42,1395,0,3
133,42,446,6,5
134,42,547,15,2
135,42,446,19,4
136,43,1945,0,2
137,43,1896,5,6
138,43,1897,15,3
139,44,1597,7,4
140,44,1647,17,1
141,44,1498,18,4
142,45,2195,10,1
143,45,2196,11,2
144,45,1894,15,7
145,46,491,1,5
146,46,843,12,2
147,46,543,15,8
148,47,1149,0,2
149,47,1846,4,5
150,47,2245,13,4
151,47,1996,19,4
152,48,2297,0,6
153,48,2196,8,1
154,48,1894,11,2
155,48,1846,13,1
156,48,1894,20,2
157,49,1596,0,7
158,49,1896,11,2
159,49,2097,15,1
160,49,1897,19,4
161,50,1849,0,12
162,50,1898,16,2
163,50,1899,18,2
164,51,2098,0,10
165,51,1647,19,1
166,52,1595,0,14
167,52,1445,17,1
168,52,1547,19,3
169,53,1797,0,1
170,53,1597,5,6
171,53,1646,11,1
172,53,1597,15,3
173,53,1647,19,3
174,54,1996,0,6
175,54,547,12,11
176,55,2098,0,1
177,55,1647,3,2
178,55,2098,9,2
179,55,2047,12,1
180,55,2097,16,4
181,56,2094,2,3
182,56,1846,6,9
183,56,1945,15,3
184,56,1795,18,2
185,57,1795,0,9
186,57,1896,12,1
187,57,1996,14,2
188,57,1843,18,1
189,57,1846,20,1
190,58,1297,0,3
191,58,1846,4,3
192,58,1894,12,2
193,58,446,17,3
194,59,1797,0,7
195,59,1647,10,3
196,59,1597,18,3
197,60,1898,2,3
198,60,1948,16,5
199,61,1947,2,6
200,61,1946,11,3
201,61,1896,17,1
202,62,1547,2,2
203,62,1544,4,5
204,62,1547,12,2
205,62,1597,16,5
206,63,1547,0,14
207,63,1498,16,3
208,63,1847,20,1
209,64,1795,0,7
210,64,1996,16,2
211,64,1846,20,1
212,65,1547,0,12
213,65,1199,12,1
214,65,1548,15,3
215,66,1899,1,8
216,66,1897,14,3
217,66,1847,17,1
218,66,1899,20,2
219,67,2246,2,2
220,67,1647,10,2
221,67,2097,14,1
222,67,1597,15,1
223,67,1547,18,1
224,67,1498,20,1
225,68,1149,0,5
226,68,1846,12,2
227,68,547,17,4
228,69,1749,0,8
229,69,1797,18,3
230,70,491,0,1
231,70,545,6,2
232,70,491,8,2
233,70,391,16,2
234,70,543,20,1
235,71,1698,0,8
236,71,1897,14,5
237,72,1697,0,1
238,72,1647,7,9
239,72,1697,18,5
240,73,446,2,9
241,73,547,14,1
242,73,446,16,3
243,74,2048,0,9
244,74,2147,12,1
245,74,2097,14,2
246,74,2147,18,1
247,75,1948,1,2
248,75,1897,12,2
249,75,1948,15,3
250,75,1898,20,1
251,76,1898,0,10
252,76,1899,12,2
253,76,1849,15,1
254,76,1799,19,2
255,77,1448,0,10
256,77,1445,15,2
257,77,446,19,2
258,78,1897,1,7
259,78,1847,12,4
260,78,1899,18,1
261,79,1647,0,5
262,79,1597,11,7
263,80,2146,0,2
264,80,2197,5,7
265,80,2097,14,2
266,80,1597,16,1
267,80,1647,19,1
268,81,2196,0,9
269,81,1846,17,5
270,82,1899,0,2
271,82,1898,6,1
272,82,1948,10,2
273,82,1898,17,2
274,82,1948,19,1
275,83,1948,0,4
276,83,1898,15,4
277,84,1945,0,2
278,84,1996,6,2
279,84,547,8,5
280,84,446,19,1
281,84,547,20,1
282,85,1698,0,3
283,85,1647,8,5
284,85,1849,16,2
285,85,1797,20,3
286,86,1848,0,10
287,86,1897,20,3
288,87,1849,0,1
289,87,1647,6,1
290,87,1847,10,2
291,87,1797,17,3
292,88,1849,0,6
293,88,1898,17,2
294,89,843,2,3
295,89,1544,7,1
296,89,543,12,9
297,90,1589,0,7
298,90,1846,8,1
299,90,1894,11,9
300,90,2245,20,1
301,91,2046,0,13
302,91,1199,19,4
303,92,393,0,7
304,92,491,13,8
305,93,1648,2,8
306,93,1199,20,2
307,94,1648,0,7
308,94,1898,8,1
309,94,1897,15,1
310,94,1947,19,1
311,94,1948,20,2
312,95,1646,0,4
313,95,1597,8,14
314,96,491,1,10
315,96,543,18,2
316,97,1476,0,7
317,97,1846,11,1
318,97,1996,17,5
319,98,1596,6,1
320,98,1898,14,3
321,98,1948,17,1
322,98,1898,19,1
323,99,1847,0,8
324,99,1898,17,2
325,100,1843,1,7
326,100,1846,16,2
327,101,1797,0,7
328,101,1849,10,9
329,102,1847,0,2
330,102,1948,4,1
331,102,1897,9,1
332,102,1947,10,1
333,102,1948,12,5
334,102,1898,19,2
335,103,2147,0,7
336,103,1647,8,4
337,103,2097,14,2
338,103,2047,16,1
339,103,2098,17,2
340,103,2097,20,2
341,104,1599,0,8
342,104,1548,14,1
343,104,1795,17,2
344,104,1548,19,1
345,105,1597,0,2
346,105,1498,4,6
347,105,1547,14,3
348,105,1548,17,1
349,105,1498,20,1
350,106,1898,7,6
351,106,1897,17,3
352,106,1898,20,1
353,107,2197,0,5
354,107,1297,9,6
355,107,1645,17,6
356,108,1393,0,7
357,108,1297,13,1
358,108,1597,17,4
359,109,1797,1,2
360,109,1647,4,5
361,109,1547,13,6
362,110,998,0,7
363,110,1595,17,1
364,110,1544,20,2
365,111,1647,0,6
366,111,1897,8,2
367,111,1749,13,7
368,112,1448,0,7
369,112,1547,12,2
370,112,1498,14,1
371,112,1547,17,6
372,113,1897,2,11
373,113,1947,17,1
374,113,1897,20,1
375,114,1847,0,7
376,114,1897,15,3
377,114,1899,20,1
378,115,1949,0,1
379,115,1498,3,9
380,115,1547,17,3
381,115,1498,20,1
382,116,1843,0,6
383,116,1945,9,1
384,116,2245,12,3
385,116,1996,19,1
386,117,2293,0,4
387,117,1846,7,2
388,117,1945,12,11
389,118,1597,0,14
390,118,1547,16,3
391,118,1498,20,2
392,119,1497,0,11
393,119,1547,19,2
394,120,1498,0,8
395,120,1547,12,2
396,120,1498,17,4
397,121,2297,0,10
398,121,2196,17,2
399,121,1996,20,2
400,122,2199,3,9
401,122,1199,18,1
402,123,1947,6,3
403,123,1897,13,2
404,123,1947,18,2
405,124,491,8,4
406,124,440,14,1
407,124,545,20,1
408,125,1944,1,5
409,125,1846,10,11
410,126,1546,0,10
411,126,1597,11,1
412,126,1547,15,2
413,126,1498,20,2
414,127,543,0,9
415,127,491,16,1
416,128,1378,0,3
417,128,1647,4,5
418,128,2147,14,3
419,129,1847,0,7
420,129,1899,12,1
421,129,1797,16,1
422,130,294,0,6
423,130,543,7,4
424,130,491,13,4
425,130,843,18,5
426,131,2097,0,4
