1525 355 1495 1197 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791 1791
1949 1949 1949 1949 1949 1949 1949 1949 1949 1949 1949 1949 2098 2098 2047 2045 1548 1551 1599 1599 1599 1599 1599 1599
1547 1547 1547 1547 1547 1547 1547 1497 1497 1497 1498 1498 1498 1297 1297 1901 1900 1900 1898 1898 160 845 2384 615
1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498
1915 1289 696 696 696 2317 1498 1498 1498 1498 1498 1498 1498 791 1621 294 294 294 294 294 294 294 294 294
39 2303 1949 1949 1949 1948 1948 1948 1948 1948 1948 1948 648 443 547 547 547 547 547 547 547 547 547 547
1222 450 2494 2492 2492 2492 2492 2492 2492 2492 2492 2492 2492 2492 2491 2492 2492 2492 2492 2492 2492 2492 2492 2492
997 998 998 998 998 998 998 998 998 998 998 998 998 998 242 1946 1946 1946 1946 1946 1946 1946 1946 1946
261 1749 1749 1749 1749 1749 1597 1597 1750 1750 1599 1599 1599 1599 1599 1599 1599 1596 1596 1596 1596 1596 1595 1595
1347 2096 2096 2096 2096 2096 2096 1145 1506 378 1331 1331 1331 1331 1331 1331 1331 1331 1331 1331 1331 1331 1331 1331
1899 1899 1899 1899 1899 1899 1899 1899 1899 1899 1899 2097 2097 2097 2097 2097 2097 2097 2097 2097 2097 2097 2097 2097
1792 1797 1797 1797 1797 1797 1797 1151 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730 1730
1935 1611 552 554 554 554 554 554 554 554 554 554 554 554 554 554 554 554 554 554 785 1447 1447 1447
623 1309 1496 1496 1496 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1249 1249 1249 1249
1818 801 1949 1949 1949 1949 1949 1949 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896 1896
1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298 1298
2233 2148 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1798 1699 1699 1699
1501 2044 1952 1949 1949 1949 1949 1949 1949 1949 1949 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898
1895 1901 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946 1946
2162 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548
1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1030
1149 1149 1149 1149 1149 1420 1100 325 2452 569 220 1323 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498
1348 1348 1348 1348 1348 1348 1348 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498 1498
832 832 832 832 832 1776 2439 2439 2439 2439 1403 471 471 471 471 471 471 471 565 565 1248 1245 1245 1245
1513 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849
449 1751 1349 1349 1349 1349 1349 1349 1349 1349 1349 1349 2197 1422 1795 1795 1795 1795 1795 1795 1795 1795 1795 1795
2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2374 1217 1851 1847 1847 1847 1847 1899 1899 1899 1899 1899
150 977 2398 2397 2397 2248 2248 2248 2248 2248 2248 2248 2248 2248 2248 2248 2248 463 1497 1498 1498 1498 1498 1498
565 565 565 565 565 565 565 565 565 565 562 565 565 1285 1547 1547 1547 1547 1547 2397 2197 811 1196 2340
1062 1802 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 2340 1119 2077 601 1493 2249 2243 2243
117 2076 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227 2227
1149 1149 1149 1149 1149 1149 1149 1149 1149 1149 1149 1149 1451 1277 1871 1254 2248 2248 2248 2248 2248 2248 2248 2248
872 82 2326 1548 1548 1548 1552 1548 1548 1548 1548 1548 1548 1548 1548 1545 1545 1551 1552 1552 1552 1552 1552 1550
1739 1578 1277 1277 1277 1277 1277 590 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148 1148
1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547
476 1592 1595 1595 1595 1595 1595 1595 1595 1749 1595 1595 1549 1549 1548 1548 1349 1349 1349 1249 1249 1249 1249 1249
1948 1948 1948 1948 1948 1948 1948 1948 1948 1948 1948 1948 1948 1948 1226 1546 1546 1546 1546 1546 1546 1547 1547 1501
1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1547 1548 1548 1548
345 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2121 2118 1385 444
1932 1249 1249 1249 1548 1548 1548 1548 1548 1548 1548 1548 1548 2199 2199 1849 1849 1849 1849 1849 1948 1948 1948 1948
2148 2148 2148 2148 2148 2149 2149 2149 2149 2149 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849 1849
1289 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116 1116
2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 481 566 819
1199 1199 1199 1199 1199 1199 1199 1199 1199 1898 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198
1365 1244 1248 1248 1248 1248 1248 1248 1248 1248 1248 995 279 420 2198 2198 2198 2198 2198 2198 1761 327 707 548
488 488 1248 1248 1251 2194 2194 2194 2194 2194 2194 2197 2197 2197 2197 2246 2246 2246 2246 2246 2246 2246 2246 2194
154 661 1109 1109 1109 1109 1109 1109 1109 1109 1109 1109 661 1249 1249 1249 1249 1249 1249 1249 1249 1249 1249 1249
1349 1349 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1548 1552 1552 1552 1552 1548
1146 2096 2096 2096 2096 2096 2096 2096 2096 2096 2096 2096 2096 2096 2096 2096 2094 2094 2094 2094 2094 2094 2094 1148
2042 2042 2042 2042 2042 2042 2045 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 1347 2092
1450 2146 2146 2146 2146 2146 2146 2146 2146 2146 2146 2147 2147 2147 2147 2147 2147 2147 2147 2147 2147 2147 2147 2201
1689 1199 1199 1199 1199 1199 1199 1199 1199 1199 1199 1199 1199 1199 1199 1948 1948 408 565 565 565 565 565 565
817 1697 1697 1592 1596 1596 1596 1599 1599 1599 1599 1599 1448 1448 1042 1042 1251 2194 2194 2194 2194 2196 2196 2196
