,id,gps2id,start_hour,duration
0,1,1556,0,7
1,1,367,11,1
2,1,917,15,3
3,2,1511,14,2
4,2,1510,18,2
5,3,1814,0,7
6,3,1763,8,1
7,3,1817,13,1
8,4,1510,19,1
9,5,1508,0,8
10,5,1511,12,10
11,6,1511,4,12
12,6,1510,18,5
13,7,1465,18,2
14,8,1513,0,7
15,8,1715,7,10
16,8,1618,19,1
17,8,1667,20,1
18,9,1765,3,3
19,9,1713,12,1
20,9,1765,15,2
21,9,1763,19,1
22,10,1463,2,2
23,10,1008,8,1
24,12,1667,14,1
25,12,1510,19,1
26,12,1667,20,1
27,13,1555,2,9
28,13,1510,14,3
29,13,1555,18,1
30,14,1557,1,1
31,14,1815,5,3
32,14,1763,8,2
33,14,1815,12,1
34,14,1817,15,6
35,15,1507,1,5
36,15,1510,8,3
37,15,367,14,2
38,15,1510,19,2
39,16,2316,7,1
40,16,1510,13,4
41,16,1558,19,2
42,17,1956,11,4
43,17,1510,17,2
44,18,1618,1,6
45,18,1667,9,1
46,18,1618,11,3
47,18,1667,14,3
48,18,1618,18,2
49,19,1319,0,5
50,19,1558,8,5
51,19,1510,14,2
52,19,1609,19,2
53,20,1461,20,1
54,21,1504,14,2
55,21,1555,18,1
56,21,1461,19,4
57,22,2057,8,1
58,22,1959,12,3
59,22,1510,19,3
60,23,1956,13,2
61,23,1815,16,2
62,23,1510,19,1
63,24,1217,4,17
64,25,369,14,1
65,25,1605,18,2
66,26,1558,13,2
67,26,1555,19,2
68,27,1217,17,1
69,27,1507,19,4
70,28,917,13,2
71,28,1510,17,4
72,29,1609,0,5
73,29,1558,7,2
74,29,1609,11,2
75,29,1616,15,1
76,29,1558,16,2
77,29,1609,20,1
78,30,1567,0,7
79,30,1763,10,1
80,30,1815,13,6
81,30,1763,20,1
82,31,1815,0,13
83,31,1763,15,4
84,31,1815,19,1
85,31,1763,20,1
86,32,1763,16,1
87,32,1765,19,3
88,33,1510,1,4
89,33,1507,13,2
90,33,1511,19,1
91,34,1956,16,2
92,34,1416,18,2
93,35,1559,0,7
94,35,1510,7,1
95,35,1558,11,9
96,36,869,15,1
97,36,1510,18,2
98,36,1555,20,1
99,37,1815,14,2
100,37,1959,19,2
101,38,1763,2,4
102,38,1814,10,2
103,38,1713,15,1
104,38,1763,18,1
105,39,917,1,3
106,39,869,6,3
107,39,1463,16,1
108,39,1316,19,1
109,40,1763,13,5
110,40,1815,18,1
111,41,1419,0,5
112,41,1217,9,4
113,41,1510,14,2
114,41,1508,20,3
115,42,1815,0,7
116,42,1763,8,1
117,42,1815,13,10
118,43,2006,0,5
