,id,gps2id,start_hour,duration
0,1,1556,0,7
1,1,1510,14,2
2,1,1462,18,1
3,1,1461,20,3
4,2,1511,14,2
5,2,1558,18,1
6,3,1814,0,7
7,3,1763,10,3
8,3,1815,15,1
9,3,1763,18,1
10,4,1510,19,1
11,4,1507,20,1
12,5,1508,0,8
13,5,369,11,1
14,5,917,13,2
15,5,1463,16,1
16,5,1605,18,3
17,6,1511,4,12
18,6,1667,18,1
19,7,1465,18,2
20,8,1513,0,7
21,8,1510,9,1
22,8,1508,12,2
23,8,1513,18,1
24,8,1565,20,2
25,9,1765,3,3
26,9,1763,12,9
27,10,1463,2,2
28,10,1218,8,11
29,12,1667,14,1
30,12,1618,16,1
31,12,1667,20,2
32,13,1555,2,9
33,13,1605,14,2
34,13,1510,16,2
35,13,1555,18,2
36,14,1557,1,1
37,14,1815,7,4
38,14,1763,14,4
39,14,1815,19,3
40,15,1507,1,5
41,15,1510,7,3
42,15,1508,17,2
43,16,2316,7,1
44,16,1511,14,2
45,16,1567,16,3
46,16,1511,20,1
47,17,1956,11,4
48,17,1763,15,5
49,17,1510,20,2
50,18,1618,1,6
51,18,1667,10,3
52,18,1616,14,4
53,19,1319,0,5
54,19,1558,8,1
55,19,1510,12,2
56,19,1558,19,1
57,19,1561,20,2
58,20,1461,20,1
59,21,1504,14,2
60,22,2057,8,1
61,22,1274,13,2
62,22,1217,19,2
63,23,1956,13,2
64,23,1510,18,1
65,24,1217,4,17
66,25,369,14,1
67,25,1510,16,1
68,25,1605,19,1
69,25,1555,20,1
70,26,1558,13,2
71,26,1667,17,3
72,26,1558,20,1
73,27,1217,17,1
74,28,917,13,2
75,28,1508,19,1
76,29,1609,0,5
77,29,1558,9,1
78,29,1510,14,2
79,29,1508,17,1
80,29,1461,20,2
81,30,1567,0,7
82,30,1763,10,1
83,30,1513,13,7
84,30,1510,20,2
85,31,1815,0,13
86,31,1763,15,2
87,31,1817,19,1
88,32,1763,16,1
89,32,1815,19,2
90,33,1510,1,4
91,33,1559,8,1
92,33,1510,12,1
93,33,1558,14,3
94,33,1616,19,4
95,34,1956,16,2
96,34,1416,19,2
97,35,1559,0,7
98,35,1558,12,2
99,35,1508,14,1
100,35,1456,17,2
101,35,1508,20,2
102,36,869,15,1
103,36,917,19,2
104,37,1815,14,2
105,37,1763,18,1
106,38,1763,2,4
107,38,1815,10,1
108,38,1763,14,4
109,38,1817,18,1
110,39,917,1,3
111,39,1510,7,8
112,40,1763,13,5
113,40,1815,18,2
114,41,1419,0,5
115,41,1218,9,3
116,41,917,15,1
117,41,1462,20,2
118,42,1815,0,7
119,42,1763,14,1
120,42,1765,18,1
121,42,1763,19,2
122,43,2006,0,5
123,43,1510,10,2
124,43,1557,14,3
125,43,1763,18,1
126,44,1454,0,8
127,44,367,12,1
128,44,1510,14,3
129,44,1508,19,2
130,45,1463,0,9
131,45,917,11,1
132,45,770,16,2
133,46,1218,19,1
134,47,1510,1,6
135,47,1558,9,1
136,47,1555,11,1
137,47,1605,15,1
138,47,1555,20,1
139,48,1557,0,12
140,48,1510,16,1
141,48,1507,19,1
142,49,1274,19,1
143,50,1510,13,1
144,50,1667,15,2
145,51,1762,0,6
146,51,1715,8,1
147,51,1815,12,1
148,51,1763,16,7
149,52,2430,11,1
150,52,1510,15,4
151,53,1605,17,2
152,53,1510,19,1
153,54,1618,1,8
154,54,1510,14,2
155,54,1667,16,1
156,55,869,0,15
157,55,1316,19,2
158,56,1512,0,7
159,56,1763,7,1
160,56,1815,13,8
161,58,1567,10,2
162,58,1510,16,1
163,58,1763,19,1
164,59,1814,0,7
165,59,1763,10,2
166,59,1815,12,2
167,59,1763,16,1
168,59,1815,17,4
169,60,1763,0,8
170,60,1815,10,2
171,60,1763,15,2
172,60,1765,20,2
173,61,1763,0,2
174,61,1715,4,14
175,61,1667,18,1
176,61,1765,19,1
177,62,1609,0,1
178,62,1510,4,1
179,62,1453,5,17
180,63,1814,0,1
181,63,1715,4,6
182,63,1667,10,1
183,63,1765,14,6
184,63,1715,20,1
185,64,1513,0,5
186,64,1715,8,3
187,64,1667,13,2
188,64,1715,20,1
189,65,1561,0,6
190,65,1510,8,3
191,65,1511,14,2
192,65,1510,20,3
193,66,1555,0,8
194,66,1510,12,1
195,66,1558,16,7
196,68,1763,0,7
197,68,1765,8,8
198,69,1507,18,2
199,69,1555,20,1
200,70,1558,0,5
201,70,1510,11,7
202,70,1561,19,3
203,71,1467,0,7
204,71,1416,10,3
205,71,1956,16,2
206,71,1467,20,2
207,73,1217,0,7
208,73,1510,12,1
209,73,1555,14,3
210,73,1510,20,1
211,74,1763,0,10
212,74,1815,15,1
213,74,1763,19,1
214,75,1507,0,2
215,75,1511,3,2
216,75,1609,7,2
217,75,1511,17,1
218,75,1510,19,1
219,76,1619,16,2
220,76,1667,19,3
221,78,1815,15,1
