,id,gps2id,start_hour,duration
0,1,1556,0,7
1,1,917,12,2
2,1,1510,15,5
3,1,1605,20,3
4,2,1511,14,2
5,2,1558,17,1
6,3,1814,0,7
7,3,1765,10,9
8,3,1815,20,2
9,4,1510,19,1
10,5,1508,0,8
11,5,369,11,2
12,5,1605,16,2
13,5,1507,20,2
14,6,1511,4,12
15,6,1510,19,2
16,7,1465,18,2
17,8,1513,0,7
18,8,1667,9,1
19,8,1511,12,7
20,8,1619,19,2
21,9,1765,3,3
22,9,1763,10,11
23,10,1463,2,2
24,10,1511,7,1
25,10,1763,10,10
26,12,1667,14,1
27,12,1616,19,1
28,13,1555,2,9
29,13,1508,13,2
30,13,1605,18,5
31,14,1557,1,1
32,14,1511,6,3
33,14,1509,10,6
34,15,1507,1,5
35,15,1559,10,11
36,16,2316,7,1
37,16,1510,17,2
38,16,1558,20,3
39,17,1956,11,4
40,17,1510,15,2
41,17,1511,19,1
42,18,1618,1,6
43,18,1667,8,2
44,18,1618,11,11
45,19,1319,0,5
46,19,1555,5,2
47,19,1504,14,1
48,19,1510,16,2
49,20,1461,20,1
50,21,1504,14,2
51,21,1508,17,1
52,21,1510,20,2
53,22,2057,8,1
54,22,1510,15,4
55,22,1815,20,1
56,23,1956,13,2
57,23,1510,19,1
58,24,1217,4,17
59,25,369,14,1
60,25,1508,19,2
61,26,1558,13,2
62,26,1508,18,2
63,27,1217,17,1
64,27,1510,20,1
65,28,917,13,2
66,28,1510,19,4
67,29,1609,0,5
68,29,1559,9,1
69,29,1510,12,3
70,29,1616,19,2
71,30,1567,0,7
72,30,1667,13,1
73,30,1618,15,1
74,30,1567,20,3
75,31,1815,0,13
76,31,1763,15,4
77,31,1815,19,1
78,32,1763,16,1
79,33,1510,1,4
80,33,1511,8,1
81,33,1513,10,1
82,33,1616,14,3
83,33,1619,17,3
84,33,1618,20,1
85,34,1956,16,2
86,34,1815,20,3
87,35,1559,0,7
88,35,1555,9,7
89,35,1605,19,1
90,36,869,15,1
91,36,1510,20,1
92,37,1815,14,2
93,37,1763,18,2
94,38,1763,2,4
95,38,1815,8,3
96,38,1763,12,2
97,38,1815,15,2
98,38,1763,19,1
99,39,917,1,3
100,39,1218,8,7
101,39,1217,20,2
102,40,1763,13,5
103,40,1765,19,3
104,41,1419,0,5
105,41,1510,10,2
106,41,1511,13,1
107,41,1510,18,2
108,41,1511,20,2
109,42,1815,0,7
