1525 1428 1998 1998 1998 1998 2048 2048 2048 2048 2048 2048 2048 1898 1898 1898 1898 1898 1898 1898 1898 1897 1897 1897
700 1522 2478 0 1549 1549 1548 1548 1548 1548 1548 1548 1548 1548 1493 1498 1498 1498 1498 1498 1498 1498 1498 1498
1948 1948 1948 1948 1948 1948 1948 1948 1896 1896 1899 1899 1899 1899 1899 1899 1896 1896 1896 1896 1896 1896 1896 1896
1493 1493 1498 1498 1498 1468 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198 2198
2320 1749 1749 1799 1799 1799 1799 1799 1799 1799 1799 1799 1799 1799 1799 1799 1899 1899 1899 1899 1899 1899 1899 1899
784 1897 1897 1897 1897 1947 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649 649
615 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595 1595
1897 1897 1897 1897 1897 1897 1897 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1897 2092 1548 1548
1548 1548 1548 1548 1549 1549 1749 1749 1749 1749 1548 1548 832 832 832 832 832 832 832 832 832 832 832 832
1528 2063 734 491 491 491 491 491 491 846 1675 1862 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1898 1902
1501 1249 1249 1249 1249 1249 1249 1249 1249 1249 1249 1249 1552 1552 1552 1552 1552 1552 1552 1548 1501 1493 1497 1497
1981 2229 2428 2428 2428 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2080 23 872 2448 2448 1941 1537 2150
74 1297 1297 1297 1297 1297 1297 1297 1297 1297 1297 1297 1297 1297 2195 2195 2195 2195 2195 2195 2195 2195 2195 2195
2223 973 971 971 971 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2079 2227 2227 2227 2227 2227
616 182 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1498 1498 1498 1498 1498 1498 1498 1498
